scorer,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290
233,635.00256,727.04584,1.0,649.62146,744.3633,0.9625977,629.113,727.83496,0.4898714,563.6562,853.7548,1.0,641.3292,838.43884,1.0,591.82837,807.37665,0.46551755,636.1795,817.16724,0.35402113,649.177,802.556,0.903549,669.9917,785.3231,0.95294845,682.05975,782.416,0.20583439,709.84393,751.75183,0.9679959,772.3804,709.4209,0.7856715,845.4594,675.9402,0.98540586
234,609.3982,722.0692,1.0,627.8133,737.78406,1.0,610.15985,724.2891,0.41734245,558.72375,853.3761,1.0,635.8849,830.1867,1.0,587.35205,809.59076,0.116677664,627.7012,810.3829,0.50883645,642.47125,793.3609,0.84722954,671.50256,782.3819,0.79957336,685.2465,778.8771,0.30794957,709.2964,751.45953,0.883973,768.3935,704.2269,0.7718785,830.1092,661.15295,0.9277668
235,592.99713,725.9593,1.0,613.04895,740.4864,0.9628212,597.57996,726.55676,0.5258456,561.2602,857.3496,1.0,634.8617,826.66144,1.0,586.7053,815.80316,0.17032993,624.6901,809.23456,0.6005233,644.90155,790.752,0.9420814,672.27454,781.48517,0.87544566,685.8949,778.7971,0.31097028,711.5337,751.22015,0.9088626,760.68634,701.2379,0.7466049,810.00586,640.29297,1.0
236,601.8958,729.7059,1.0,621.40955,744.44293,0.9012545,606.0016,730.91974,0.5457899,558.4688,857.1307,0.9929919,633.19617,830.24066,1.0,582.5676,807.1363,0.17590992,625.87555,810.136,0.6242278,644.22705,790.0272,0.91159433,672.9943,782.1454,0.8662238,684.98883,777.9579,0.2877952,709.43024,751.39325,0.9073323,753.2472,697.00165,0.77788866,785.7106,626.81354,0.85846186
237,613.508,715.4912,1.0,629.38806,733.7267,1.0,611.5422,718.83374,0.38515112,555.04456,849.43304,1.0,632.0713,828.56305,0.95257765,583.75934,807.58936,0.27208632,624.9586,809.66907,0.44654387,637.24554,794.81287,0.89983046,668.09485,784.5548,0.8708938,683.3665,780.591,0.48587707,708.8522,752.03955,0.89651865,751.5867,697.0241,0.8305175,798.2659,633.7233,0.99109155
238,612.95776,712.6778,1.0,629.16815,731.21576,0.9831945,609.96277,715.981,0.3959924,559.7858,850.95996,1.0,634.78986,827.8592,1.0,586.0317,807.8385,0.30096087,627.67584,809.7509,0.42465374,642.46204,794.85547,0.9283927,671.36414,785.1948,0.8587979,685.0342,781.69775,0.23779668,710.6617,756.3909,0.8909093,752.6448,702.36884,0.87092984,791.8291,628.7181,0.9498179
239,609.60443,716.39026,1.0,628.8084,733.2137,1.0,607.50226,719.2921,0.43968514,563.3383,853.97314,1.0,636.8901,828.0803,1.0,587.51874,811.50085,0.19381455,628.57446,810.3187,0.44667128,642.2317,795.2665,0.93835366,671.29987,784.1685,0.8403249,685.2309,781.75024,0.2113277,710.91223,756.4984,0.88807493,752.60876,702.36224,0.87839794,791.84155,629.8925,0.8933816
240,601.07227,718.41693,1.0,620.51697,732.1775,0.86844766,603.2666,720.7885,0.42925918,565.0709,857.0001,1.0,637.7576,826.9703,0.99039114,587.87463,813.7896,0.17744021,628.5283,809.6581,0.48882288,643.9465,794.46173,0.9394823,672.68024,782.1942,0.85032994,686.6926,780.976,0.20421267,712.34467,756.62665,0.87282157,756.4709,702.2708,0.80910945,800.12726,633.0309,0.916415
241,600.3904,715.79956,1.0,620.15173,729.69916,0.83885103,601.5469,718.15375,0.52350605,567.2646,854.96313,1.0,639.5476,825.50757,0.96982175,591.5939,815.21844,0.18111709,629.1761,808.82196,0.44991884,644.1335,794.2769,0.9530214,673.87524,783.6429,0.8273661,687.4788,779.2916,0.259756,712.9223,755.04236,0.885621,756.6641,701.3267,0.83857447,802.0774,633.12524,0.92709994
242,609.5384,714.975,1.0,628.9091,730.20294,0.983563,606.7695,717.37177,0.51125824,567.7111,853.04834,1.0,641.0482,825.66724,0.9360719,593.0887,811.40314,0.119103305,631.7017,808.091,0.384251,643.6668,794.6065,0.9315871,672.58246,781.0053,0.7925859,687.73645,780.3382,0.21280669,712.52936,756.4577,0.8730366,756.31335,702.36786,0.8026522,802.0407,633.65295,0.9142752
243,611.14935,713.6843,1.0,629.2133,729.9771,0.985387,609.2709,717.07715,0.4491314,568.41345,852.7935,1.0,642.07214,826.2184,0.94941586,594.8236,811.11365,0.12081011,633.0587,808.10126,0.41922012,645.057,795.2851,0.94385195,672.63336,781.9064,0.82882464,686.7925,780.39685,0.22433183,712.7053,756.1474,0.8703394,756.2148,702.3718,0.8110853,802.0403,633.5907,0.9298146
244,608.0521,714.8208,1.0,627.31305,730.0136,0.98595786,606.8898,716.49744,0.53930926,569.41797,853.58966,1.0,641.7722,825.4235,0.94388556,594.5541,812.5419,0.1168061,632.17487,807.6452,0.3788767,644.058,794.5624,0.9049674,673.16315,781.3331,0.7849505,687.79645,780.7921,0.17696138,712.952,756.1386,0.8707758,756.435,702.4205,0.8230421,802.0611,633.96075,0.9364791
245,606.5907,715.25305,1.0,624.69324,728.47845,0.9453655,603.93353,718.4378,0.49878633,571.05,854.48096,1.0,642.61304,824.6836,0.9315006,593.12866,809.3332,0.12584819,632.6848,808.8588,0.35504803,644.5803,794.4086,0.9340314,672.903,780.43854,0.79063267,688.30115,780.4136,0.18009688,713.1475,756.0347,0.8681731,756.7057,702.214,0.83538556,802.2832,633.7076,0.9275654
246,600.846,715.0987,1.0,620.47455,727.45703,0.8645111,602.36206,717.68134,0.5147696,571.0916,855.37177,1.0,642.0259,824.66296,0.90004396,593.9097,814.87573,0.13432659,631.4802,808.2074,0.37197003,644.7925,794.3,0.95540476,674.6498,783.5009,0.7907644,688.0591,780.05884,0.19226271,712.9846,755.92664,0.87651604,756.8199,702.17847,0.83556813,802.16095,633.68286,0.93358904
247,597.10345,715.61975,1.0,616.5433,729.5704,0.8732174,599.3863,717.72955,0.48225263,570.131,856.89764,1.0,640.74774,824.52405,0.9119107,594.1918,817.35114,0.24834064,629.61273,808.70056,0.42226815,644.05164,794.98096,0.9837104,673.9541,783.42084,0.8142122,687.5428,779.6099,0.20170446,712.9731,755.4805,0.8866684,757.0917,701.6551,0.8416753,802.2218,633.6217,0.9314982
248,594.05707,717.4737,1.0,613.6716,731.27856,0.9603363,597.6908,720.84534,0.39166468,569.3637,859.84283,1.0,640.29456,825.3449,0.91405284,590.9378,817.0265,0.21196795,628.6416,809.68896,0.4395082,644.804,794.87885,0.973353,673.5117,781.04626,0.8072776,687.88745,780.1329,0.20372176,712.8865,755.4285,0.8922637,757.1438,701.5217,0.83582515,802.0922,633.8679,0.92864865
249,590.1319,719.74054,1.0,610.70593,731.9947,0.9365204,595.85693,722.20514,0.37284714,570.1727,861.63324,1.0,639.9002,825.206,0.92031646,591.25586,815.5463,0.11904346,628.14056,809.1342,0.49415192,645.9472,793.6501,0.9744913,673.8012,781.0507,0.8286335,687.73413,780.1371,0.21812283,712.97656,754.9239,0.9076579,756.74854,701.49994,0.8596283,802.1635,633.61664,0.9325847
250,587.3495,721.4584,1.0,609.00793,734.0405,0.88499504,590.4623,725.28754,0.30751935,569.8786,862.30664,1.0,639.1027,825.8255,0.9340656,590.8167,816.7139,0.21491276,627.77905,809.22455,0.5355202,645.7792,793.28546,0.9824696,673.9282,781.4027,0.8393162,687.52014,780.45844,0.19142191,712.7847,755.30493,0.9082525,757.3403,700.9641,0.82515496,802.21063,633.7525,0.9251853
251,588.71533,721.4039,1.0,610.58136,733.57043,0.91104203,596.0231,724.0743,0.3279592,569.4244,862.4321,1.0,639.1902,826.5641,0.93440634,590.20355,816.48425,0.20322406,627.8679,810.07214,0.5126145,645.39856,793.88806,0.98672855,673.2654,781.3376,0.8379362,687.6111,780.25885,0.22459438,713.0641,755.1592,0.8912351,757.44446,701.3751,0.8370507,802.23804,633.63934,0.92836004
252,592.73193,718.72546,1.0,613.00525,732.863,0.9558482,598.3194,721.2306,0.42896768,569.231,860.64716,1.0,640.0277,826.7176,0.9240059,590.065,816.6287,0.16404335,628.5363,810.4951,0.49445474,645.0099,794.68756,0.95473933,673.41797,781.77997,0.8260496,687.8602,780.572,0.21935427,713.0023,755.0102,0.89920187,756.7991,701.0166,0.8610597,802.0155,633.3714,0.9340767
253,591.72375,718.4546,1.0,611.8285,731.3631,0.95080703,596.6373,721.4329,0.38659698,569.9107,860.5447,1.0,639.916,824.77527,0.92636913,590.79114,816.63654,0.16390042,628.9633,808.77936,0.44549614,645.69525,793.55493,0.9686064,674.0703,780.88226,0.811803,688.74445,780.1145,0.20257561,713.2104,755.1385,0.89404756,757.17163,701.306,0.8497313,802.03815,633.37695,0.9394925
254,587.43646,720.5495,1.0,608.89923,731.9584,0.89444137,590.035,723.7217,0.34304765,570.7181,861.21075,1.0,639.7843,824.1662,0.92689204,591.97253,818.535,0.20838475,628.8183,808.6929,0.49994493,646.26294,793.2125,0.9846545,674.36566,781.24744,0.8251511,688.5741,780.34735,0.18503854,712.693,755.7257,0.91062033,757.8064,700.74927,0.8238899,802.1276,633.2786,0.92649394
255,584.91077,723.1049,1.0,605.822,735.06256,0.847534,589.50586,726.1582,0.3465922,570.4479,862.9805,1.0,639.31647,825.512,0.9408305,590.56604,817.51294,0.25037766,627.5251,809.4233,0.55007905,645.65704,792.85504,0.98414296,674.28796,781.7459,0.82906944,688.21643,780.95886,0.16956834,712.5716,755.95795,0.9001131,757.61115,700.91766,0.82000124,802.1511,633.34576,0.92121243
256,580.26965,725.8057,1.0,600.8281,738.10626,0.8614974,588.173,729.0088,0.41212812,572.46844,865.41876,1.0,638.6033,826.0971,0.95252526,587.6535,816.599,0.15880762,626.9351,809.8699,0.5911201,645.1229,793.0442,0.9754571,674.1496,782.1452,0.8314409,688.2153,780.9302,0.17594998,713.4585,754.9733,0.90097094,757.63605,701.0563,0.8329076,802.15265,633.3011,0.91372824
257,577.70575,729.5207,1.0,598.286,741.2092,0.9110781,586.20264,731.48944,0.5190502,572.74164,866.70825,1.0,638.23285,826.6536,0.9619168,588.644,822.0908,0.1983491,626.3367,810.51154,0.5725453,644.721,792.5849,0.9910849,674.01697,782.1089,0.8279863,688.237,780.8396,0.18763462,713.2972,754.92957,0.9094952,757.8316,700.5054,0.8215989,802.2591,633.1169,0.9290131
258,575.3159,731.35266,1.0,597.02075,742.3727,0.88167053,581.24304,732.2353,0.51015407,573.66144,868.2202,1.0,637.30615,827.4136,0.9580839,588.111,819.0391,0.21106265,625.64374,811.35236,0.5808194,644.5682,792.3553,1.0,673.77747,782.0609,0.83656746,688.01886,780.3993,0.19977686,713.4345,754.93854,0.910999,757.87506,700.6572,0.8270308,802.2056,633.23035,0.92989796
259,574.9636,733.1401,1.0,596.3365,743.7821,0.87253255,580.14685,734.2125,0.49303505,573.3605,868.75494,1.0,636.7656,828.2958,0.9626968,587.26355,818.14716,0.17391795,625.0786,812.05176,0.5881649,644.3992,792.48193,1.0,673.96533,782.6406,0.8390569,688.40106,780.80475,0.2052541,713.3765,755.09033,0.9124407,757.6404,700.6954,0.8410421,802.1005,633.12427,0.9206905
260,575.462,732.2047,1.0,597.00745,743.9119,0.87403184,581.44824,733.02765,0.54556435,571.2591,867.97205,1.0,636.46295,829.2633,0.97063196,586.79114,817.4762,0.17762217,624.4927,812.23,0.5858556,644.5182,792.66785,1.0,674.32983,783.2385,0.8417469,688.435,781.0466,0.17913048,713.2501,755.0125,0.92797226,757.4876,700.3988,0.8430379,802.0789,633.20514,0.9318605
261,573.62103,730.9619,1.0,595.13275,742.0605,0.88204825,580.80975,731.60443,0.54801804,571.31323,867.4302,1.0,635.9067,827.8471,0.98904884,586.6605,821.33276,0.21583076,625.8839,813.71625,0.5775024,643.75256,792.26105,1.0,674.2552,782.58563,0.8348209,688.98926,780.7868,0.17714891,713.38983,755.01917,0.92697304,757.5198,701.0726,0.85054576,802.12067,633.2337,0.9257495
262,567.77325,732.3774,1.0,588.8963,741.306,0.799789,576.9487,734.0607,0.59957236,572.3649,868.0538,1.0,635.69836,826.8574,0.9523751,588.0064,820.14685,0.21222986,624.82324,813.1414,0.5826994,642.2297,792.52924,1.0,674.19714,782.7286,0.82365817,689.4205,780.6127,0.1951428,713.6601,754.8979,0.9238536,757.728,701.311,0.8396932,802.1696,633.0325,0.9207217
263,565.9655,735.6077,1.0,587.0371,744.24304,0.8312239,571.9959,734.86,0.65785134,572.07697,869.56323,1.0,635.1103,827.9069,0.9477778,589.0862,818.14075,0.13437502,624.1609,814.2355,0.6038269,642.59827,792.7404,1.0,674.06476,783.0584,0.82964635,688.7938,780.59314,0.21260938,713.7465,754.7412,0.9294728,757.63336,701.28796,0.83208114,802.14233,633.16644,0.92057836
264,562.68945,739.37616,1.0,583.9329,748.60614,0.86740136,571.88995,738.09076,0.57958156,573.44183,870.87134,0.9926691,634.70233,828.92096,0.97985226,587.84454,818.2679,0.19984518,622.93365,814.26953,0.64733297,642.8749,792.6617,1.0,674.31305,783.0645,0.81503904,688.8377,780.6605,0.19782962,713.9291,754.68463,0.92346066,757.85547,701.17334,0.8363159,802.20844,633.05945,0.91910434
265,562.03784,743.13,1.0,583.51324,751.13165,0.9026321,566.21655,741.1976,0.5560305,574.5276,872.0585,0.9269521,634.7409,829.0758,0.976286,588.3751,816.35376,0.15992558,621.9662,814.4965,0.6962279,643.82306,792.8417,1.0,674.6643,783.0564,0.833307,688.66583,780.3285,0.18809444,714.09424,755.09326,0.9031603,757.9719,701.50244,0.827532,802.2354,633.1557,0.922097
266,565.3432,742.0794,1.0,586.9356,751.8329,0.8018755,570.31335,740.4504,0.59897256,574.47235,870.6244,0.9949862,635.5788,829.4392,0.99527335,588.01935,817.4073,0.1904277,623.0163,814.1781,0.7105379,644.216,792.10065,1.0,675.2665,782.4028,0.833638,690.2834,780.24854,0.18906905,715.1592,754.4414,0.9312583,759.16693,700.8692,0.80063254,802.46173,632.99634,0.9132076
267,570.6553,738.1377,1.0,591.7161,747.8469,0.8931063,577.7959,737.4424,0.620215,573.1167,868.78174,1.0,635.938,829.35077,1.0,588.32446,816.5559,0.120050944,623.4837,811.68427,0.6702024,644.7399,792.1328,1.0,675.3451,782.0116,0.84749305,689.4703,779.71436,0.1611198,714.6761,754.5227,0.91458845,758.0067,701.3016,0.82704794,802.3761,633.1256,0.9169566
268,579.09174,731.04047,1.0,600.05615,743.1732,0.8775228,582.8553,731.3742,0.5830725,571.4104,866.42126,1.0,636.61017,829.0348,0.99935126,587.1502,817.65564,0.19625655,624.9212,811.31885,0.62078714,645.3726,792.0034,0.99427277,675.1489,782.6625,0.8275982,690.8129,785.24316,0.14132018,713.7203,755.94824,0.9021626,758.74927,701.32996,0.8026743,802.1976,633.2245,0.9253129
269,578.6376,729.9872,1.0,599.00275,742.4276,0.8662734,586.5758,732.46313,0.565168,571.3168,866.11743,1.0,636.9883,828.4781,0.98405474,587.7086,817.61633,0.19061342,625.61383,811.0042,0.67039484,646.00867,792.0465,0.9930079,675.3155,782.45715,0.83482176,690.89874,785.2008,0.15661588,713.69727,755.9403,0.90965176,758.36096,701.5385,0.81914115,802.28394,633.028,0.9304064
270,573.8261,733.8738,1.0,595.4866,743.8948,0.90369326,579.2936,733.8846,0.5616949,572.51227,867.3247,1.0,636.467,828.30493,0.9934062,587.9459,820.96857,0.18448158,624.6629,811.64185,0.6412111,645.0607,791.6168,1.0,675.4485,781.8443,0.82935584,690.23096,780.2385,0.16352637,715.0533,754.7167,0.9404568,759.0215,701.23706,0.8092452,802.31274,633.05396,0.92817235
271,567.7141,739.3833,1.0,588.23346,748.5147,0.90655476,574.72253,737.87366,0.5897007,575.07227,869.6491,1.0,636.44104,828.25183,0.9938076,588.7155,816.31354,0.14809951,623.88617,811.1366,0.67237085,644.45966,791.9491,1.0,675.41846,781.6956,0.82705957,690.2461,779.62787,0.19531183,715.49335,753.98,0.9326617,759.0139,701.06604,0.8185598,802.4676,632.8606,0.92713356
272,563.0073,745.8676,1.0,583.7646,755.886,0.9401992,570.45654,742.386,0.6941026,575.1494,870.75055,0.95833015,635.5233,829.6247,0.9880441,588.8842,815.02325,0.15872617,621.74884,813.7962,0.7884654,645.1495,792.015,1.0,676.2171,783.0652,0.84503335,690.44525,780.49976,0.18798172,715.62274,754.1007,0.92224467,759.2659,700.9939,0.81352854,802.43665,632.90436,0.91486233
273,563.1344,749.5454,1.0,583.93585,759.6102,0.9996337,569.14355,746.19293,0.7428295,574.7495,874.55817,0.93370503,634.784,832.7562,1.0,592.1142,784.4038,0.10096625,619.93726,816.175,0.8047795,644.4114,793.4377,1.0,675.1076,784.13727,0.86329615,689.2774,780.3165,0.19315997,714.7381,754.6577,0.9166871,758.55444,701.3379,0.8100491,802.4289,632.8601,0.92080504
274,583.8218,740.891,1.0,605.3098,751.17096,0.9430837,586.35455,738.36383,0.5856897,568.923,869.59753,1.0,635.8008,835.65436,1.0,582.3683,822.86127,0.20919287,623.07947,818.29236,0.6162559,645.5117,793.96454,0.98944926,674.61084,785.1973,0.84896916,689.4201,786.1054,0.12405636,712.7008,756.6022,0.8778336,756.90796,700.476,0.83091486,800.0978,632.7082,0.89268243
275,608.7086,729.97656,1.0,627.7428,744.6263,0.9956605,608.54846,729.29535,0.5173519,564.8739,861.9666,0.9983265,638.1606,835.5874,1.0,585.9047,816.17175,0.21570557,629.11554,816.1474,0.40709153,645.0674,797.5784,0.8952022,672.34546,786.46545,0.8763306,685.6005,782.73254,0.19111927,712.17126,756.29614,0.9054786,756.90826,702.11084,0.8532014,799.64825,633.9773,0.9422636
276,615.8863,718.4609,1.0,633.2944,735.9901,0.9329552,615.1074,721.88477,0.30443856,564.5583,855.6897,1.0,638.571,834.408,1.0,589.09076,814.28076,0.13540186,630.43005,815.3411,0.37340787,643.20667,800.6267,0.86757505,669.8151,787.3215,0.8617021,684.6789,782.39514,0.20205763,711.56866,756.468,0.9080184,755.9336,702.7686,0.8430468,799.98395,634.81665,0.9491974
277,622.9563,718.44055,1.0,640.3877,736.7972,1.0,624.96606,720.75397,0.30014467,565.5215,854.1929,1.0,640.7549,834.9867,1.0,596.5982,812.52435,0.20303607,630.95856,815.94055,0.39552706,646.064,800.1249,0.85982054,669.9466,787.1776,0.8617209,686.082,780.3016,0.18142968,711.776,755.99506,0.92003846,756.296,702.3154,0.8489604,800.0485,634.83716,0.9357891
278,607.11456,720.568,1.0,624.0536,738.7845,0.96541744,618.38544,725.25146,0.6584472,559.1986,846.52966,0.9660595,635.3568,833.7947,1.0,629.95123,807.9518,0.07292012,629.3462,810.4753,0.65246004,649.2921,794.89966,0.9129955,674.215,787.8058,0.8987335,686.6389,781.88745,0.41012684,714.3973,753.3148,0.8810633,757.9243,701.0774,0.78781754,800.9384,634.0466,0.91636527
279,592.2655,725.73914,1.0,609.70715,744.58105,1.0,607.0476,726.24084,0.93698233,556.9479,833.2968,1.0,628.2582,828.1476,0.9929032,625.7626,802.9877,0.105817065,625.1758,805.37634,0.84483606,650.8336,791.1769,1.0,679.5167,785.52893,0.8071133,691.9016,780.8242,0.28876084,715.9563,750.50024,0.8902492,759.4895,699.60486,0.7282126,801.6066,633.7212,0.9132795
280,593.3633,729.05536,1.0,609.74164,750.4543,1.0,610.41284,729.4646,1.0,551.0042,824.61005,0.9795558,619.16736,829.29004,1.0,618.24786,799.3242,0.09648866,622.2981,804.6467,0.9390169,649.85986,791.51294,0.9516265,682.53156,787.697,0.81081617,694.0469,781.5851,0.2793394,717.3768,750.4765,0.8710571,763.2229,697.2424,0.7266852,802.08093,633.47125,0.8983189
281,562.149,729.60175,1.0,577.43945,750.90466,0.9752743,582.8816,729.15594,0.9592779,555.1711,823.13477,1.0,614.8849,829.8897,1.0,612.55695,783.50653,0.8477852,623.10706,804.75543,0.9944952,652.4626,798.2321,0.9291904,683.03406,789.5551,0.833831,695.9838,782.1283,0.32442543,718.9076,750.5036,0.87522393,763.74866,698.20514,0.7780121,802.245,633.4498,0.90632355
282,519.27124,756.3312,1.0,535.9671,776.20154,0.91178566,542.30383,751.6948,1.0,564.7395,835.08673,0.794387,606.28357,833.98804,1.0,606.59326,790.8438,1.0,617.16095,812.3506,1.0,652.0131,803.9172,0.94854444,684.3798,789.64355,0.9113887,698.1559,778.4343,0.2839605,721.6395,749.7399,0.88470775,764.34814,698.5804,0.8291068,804.5339,631.5041,0.90531063
283,493.36978,780.1793,1.0,510.7406,795.8325,1.0,518.78546,770.9263,1.0,572.6399,849.8267,0.13687675,596.0644,842.9241,1.0,599.5236,798.21594,0.9668611,609.5754,821.6103,1.0,646.4527,809.3547,0.9314571,683.0126,792.15515,0.93027437,698.8019,778.9527,0.32855794,724.1674,750.61835,0.9302795,766.8055,696.54675,0.8199261,805.45374,630.57806,0.9359825
284,480.67728,785.5925,1.0,495.23846,800.2375,0.9637919,505.7943,776.66235,0.98436475,760.0471,908.4021,0.015923666,583.918,849.0604,0.91408455,594.9389,802.32477,0.98174345,603.45605,829.71936,1.0,641.2838,819.2742,0.8726538,680.32056,798.3814,0.9031423,697.74615,783.36816,0.29725525,722.1407,753.61273,0.9270663,766.6262,695.97723,0.7901158,806.543,631.49396,0.92812574
285,481.2118,769.74976,1.0,493.86456,788.08093,1.0,506.4538,767.73553,1.0,557.351,848.57837,0.021682803,573.3124,848.0649,0.99210405,589.8993,802.4845,0.99082214,592.23975,830.2997,1.0,630.9229,821.2417,0.9411341,670.5015,806.4336,0.8883193,697.4064,787.2851,1.0,731.28894,742.3942,0.86403286,770.05035,692.4205,0.8649419,806.75275,629.6806,0.9414321
286,468.29962,764.91486,1.0,480.94742,785.90356,1.0,495.50638,762.0413,1.0,663.734,906.3549,0.016311359,556.457,846.3572,1.0,576.53906,802.25006,0.9746348,576.4179,829.25256,1.0,617.9874,826.8715,0.96781796,662.37604,811.9866,0.974821,692.1917,793.05023,1.0,728.9906,745.5832,0.89974564,766.98676,694.21027,0.85242397,800.7261,629.94543,0.91103595
287,450.54724,765.63257,1.0,460.3739,784.2901,1.0,475.8427,763.9879,1.0,761.24915,908.5816,0.021390058,538.02057,844.21454,1.0,560.99756,802.51636,0.9514909,559.5067,828.9127,1.0,601.329,828.94415,1.0,652.0943,818.6404,1.0,689.5046,801.7831,1.0,725.438,755.17883,0.97485167,754.2065,691.6646,0.9098033,772.3295,620.68744,0.9813124
288,441.78824,757.2122,1.0,454.86642,778.32135,1.0,467.5924,756.81696,1.0,823.8655,285.46933,0.01568871,524.30475,839.3436,0.9930626,549.41364,798.3191,0.9522398,544.6547,824.1217,1.0,588.7305,827.86646,1.0,640.83484,821.7201,0.962563,684.2549,810.1338,1.0,725.0082,768.39417,0.9810571,759.1379,706.4492,0.81532335,785.6046,636.7823,0.9769915
289,425.7234,753.6345,1.0,436.6404,773.73236,1.0,449.89508,752.29395,1.0,487.7065,834.8854,0.03324731,505.73212,837.0778,0.9555158,528.5042,796.95,0.9592097,525.5776,822.1093,1.0,570.92065,828.3503,0.9926556,626.0609,831.01215,0.99234784,676.26733,835.0487,1.0,721.1406,800.15076,0.9086628,751.88336,739.42834,0.9099028,771.551,670.8878,0.9641029
290,406.933,754.96405,1.0,418.84048,776.02826,1.0,430.70908,753.50037,1.0,468.18118,832.38666,0.058511645,484.92847,836.01556,0.9727243,505.46228,796.3465,0.92087066,503.34082,820.34753,1.0,548.8239,829.2705,1.0,606.3339,839.89844,0.9220912,653.5321,854.6426,1.0,707.0025,830.27875,0.8031304,748.59204,780.29,0.8532703,779.3283,721.6094,0.9728816
291,381.3944,742.4158,1.0,392.4078,763.43005,1.0,407.95294,744.0419,1.0,437.39542,829.2655,0.09160359,456.4234,830.9899,0.95130104,481.3995,789.5137,0.9324335,478.97574,815.8621,0.9955211,521.8598,828.3832,1.0,575.5661,844.50165,1.0,621.1513,865.7536,1.0,677.86597,849.066,0.86435527,726.4927,807.19196,0.81467223,765.0025,749.6685,1.0
292,361.29276,739.6927,1.0,370.91946,760.7223,0.9668908,386.00848,741.1504,1.0,416.2238,831.2528,0.022428526,436.58853,830.3405,0.96015126,463.18515,791.8497,0.9340642,459.62515,816.36993,1.0,502.88452,830.21045,1.0,560.088,842.0122,0.98243475,606.45044,858.0678,1.0,665.92084,841.64435,0.80116487,717.78076,804.13226,0.7760166,754.94476,745.75494,0.9652157
293,344.48172,740.1112,1.0,351.24585,761.4027,0.9440575,369.13388,742.0099,1.0,377.71646,889.9469,0.024733506,420.823,829.8631,0.9651618,449.01447,791.50024,0.99287957,443.7201,816.1722,1.0,487.34732,826.3463,0.98834515,545.2862,838.028,0.97167724,592.4093,850.1306,1.0,648.0407,830.4065,0.8801257,692.109,787.5444,0.8762831,716.63367,725.5793,0.95094186
