scorer,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290,DLC_Resnet50_Fear Conditioning With Implant 9 CamMay16shuffle1_snapshot_290
147,748.38916,465.03195,1.0,770.12225,468.29736,1.0,760.6646,449.14426,1.0,774.41473,507.55258,0.8734013,824.1351,489.00714,1.0,802.5165,456.5299,0.97895586,820.49927,467.23846,1.0,841.85443,453.48807,1.0,864.5224,437.80527,1.0,867.9055,419.21484,0.64955693,870.47156,378.60486,0.88570154,861.68945,331.12064,0.97382545,854.18964,275.31076,0.92102814
148,769.7615,470.3426,0.99962896,793.04694,474.36453,1.0,779.19965,453.84378,1.0,767.151,515.0968,0.96012586,822.5575,499.37488,0.9659002,800.83093,464.25748,0.9432293,817.5464,478.25867,0.9910102,839.7748,463.9659,1.0,862.1729,445.805,0.98677063,867.6791,427.5147,0.6816299,868.7221,382.62726,0.9008796,863.6195,331.89404,0.92128426,857.7508,274.90607,0.93095946
149,776.01764,482.86566,0.78775984,799.38666,485.20654,1.0,782.2331,467.89716,1.0,768.31055,526.81476,0.9380326,825.19305,506.49203,0.989327,800.81934,475.68298,0.8262581,820.64136,486.31137,0.9624643,839.9592,469.6959,1.0,860.49097,446.93594,1.0,865.3704,429.12747,0.5359227,856.4005,386.8815,0.91935223,839.9372,339.477,0.8039081,816.82495,284.08145,0.93873817
150,769.89905,501.82687,0.9707475,792.8404,498.66904,1.0,774.067,485.08337,1.0,774.65155,545.52136,0.93904096,825.2481,513.9354,1.0,797.2626,486.7478,0.8598485,818.3948,494.7327,1.0,838.259,475.9374,1.0,859.86597,450.2286,0.99037266,859.0167,431.80118,0.09731238,857.53796,399.43954,0.9200073,838.58997,349.0865,0.740346,807.68604,290.45523,0.92689794
151,787.75586,537.46344,0.9798863,808.9645,526.0457,1.0,784.6529,517.541,1.0,788.7409,564.85486,0.87391067,827.7519,519.7557,0.9966751,791.91284,502.87384,0.8455161,814.9301,503.29303,0.8214521,831.05383,478.9661,1.0,852.51434,455.2457,0.99388504,856.16113,439.59225,0.17130996,851.2687,402.6318,0.9623028,831.42456,354.39606,0.86640066,801.17084,294.96832,0.89966846
152,797.7599,565.95197,1.0,816.85944,554.30725,1.0,790.65796,545.71875,0.9898767,828.43463,527.02386,0.028995264,832.76117,528.06305,0.9449313,794.8124,517.0503,0.9194418,816.2224,513.80817,0.9016384,825.9003,488.02072,1.0,841.3051,460.436,0.97975576,844.9527,443.5802,0.26018113,840.40326,406.43723,0.91618097,816.32526,364.72354,0.88419235,784.1668,319.5607,0.661305
153,814.8609,588.7779,1.0,829.53864,572.6037,1.0,802.14746,570.1104,1.0,792.5923,551.3284,0.050601527,836.2956,530.145,1.0,795.6169,524.0774,0.9208858,817.07117,518.1818,1.0,823.84576,488.78476,1.0,836.28815,460.41324,0.9091327,837.3527,441.32047,0.20937343,833.1974,408.56235,0.9214281,799.4189,370.1674,0.825471,762.31085,327.39612,0.5972325
154,831.8948,582.9561,1.0,848.3362,568.4075,1.0,820.43726,562.5724,1.0,799.2525,559.0255,0.38921613,846.87476,535.4328,0.89386463,807.9222,526.69214,0.9680036,828.3619,523.7015,1.0,836.0525,494.18066,0.8687696,841.92194,467.39438,1.0,843.2209,443.99695,0.78249115,831.965,404.60895,0.9145833,806.0293,368.3937,0.8450988,775.18243,327.99023,0.6997298
155,848.0388,584.8075,1.0,861.1883,571.93134,1.0,834.8381,565.12866,1.0,815.1179,587.37714,0.80817336,854.4088,540.35693,0.69867146,814.06903,533.1978,0.9086983,836.8804,529.8128,0.9557734,843.5173,498.18738,0.9733396,848.1437,468.94705,0.8735083,847.34814,450.28375,0.32490683,839.1564,410.5617,0.8946759,810.88086,364.5102,0.8590665,770.6257,325.79932,0.49020123
156,858.07104,585.3402,1.0,872.66266,570.43964,1.0,842.9744,566.29816,0.9206712,832.8369,602.2085,0.71909696,860.5782,547.2623,0.8082642,821.34686,546.52844,0.9481005,842.1119,540.069,0.8042019,841.62463,508.70056,0.9968992,845.57837,478.10684,0.8515616,845.466,458.1792,0.2710054,837.0273,421.5788,0.88571715,805.0343,381.44608,0.81591773,757.9824,342.45117,0.9085815
157,868.4591,602.30597,1.0,878.0001,584.67267,1.0,848.8457,586.41,1.0,838.0756,596.26135,0.27809468,865.9215,555.7263,0.8799799,825.1885,558.3632,0.93087196,844.906,546.8225,1.0,841.9249,515.0273,0.91457057,840.07794,484.8983,0.9952142,836.2165,464.57236,0.4174153,827.2533,427.47253,0.92958903,793.2831,385.19354,0.8516554,744.4464,349.98856,0.96699226
158,879.1898,611.271,1.0,888.88824,593.89355,1.0,861.7016,597.5478,0.97531754,855.3428,618.1401,0.3741851,872.1999,566.0809,0.9443097,831.9092,569.34766,0.99058205,850.6399,559.4275,1.0,844.6042,525.83417,1.0,833.2952,492.77246,1.0,821.2927,473.20648,0.39908618,811.9084,434.99738,0.9445256,780.65375,388.68027,0.844214,732.6958,351.86588,0.9757476
159,888.19037,616.0201,1.0,898.6196,598.76495,1.0,870.52216,600.9237,0.8862987,864.08484,640.2783,0.6157474,879.00366,578.34485,0.90946543,839.0654,586.7491,0.99890834,855.87115,574.27893,1.0,847.70386,542.02106,1.0,830.74255,510.4783,0.99476206,817.3839,482.82452,0.92017025,800.58563,434.28345,0.94784504,769.3694,393.2569,0.86130756,723.86035,355.28598,0.9405966
160,898.0737,630.45044,1.0,905.61554,613.5536,1.0,877.0076,618.4118,1.0,875.5184,656.0612,0.63549966,887.7409,593.9649,1.0,848.11017,602.6112,0.9489102,864.702,589.912,0.919085,854.06274,556.04016,1.0,840.14813,524.0442,1.0,825.0607,497.47205,0.7926134,807.10626,452.59607,0.91678023,774.51215,409.0062,0.8192261,726.1795,368.12952,0.91069967
161,914.9724,648.9613,1.0,922.76465,632.3348,1.0,893.2418,637.4839,1.0,882.83105,675.47437,0.8789397,898.08563,612.71185,1.0,859.2262,620.246,0.9424826,875.14355,606.76624,1.0,867.6801,571.8913,1.0,851.58057,539.1163,1.0,832.139,513.1096,0.9386406,814.8959,463.9254,0.9486754,786.5459,418.4559,0.84425205,741.84106,375.70828,0.96366066
162,914.66766,674.9056,0.8631364,926.90796,661.9737,0.96882874,897.7719,657.9902,0.9263646,888.4908,695.32654,0.7301328,909.48926,634.1375,0.8330343,868.9087,640.6283,0.952489,886.44543,627.93665,0.9919578,873.9582,590.6175,1.0,851.9263,556.9875,0.9705574,827.72437,527.52216,1.0,805.9059,474.42346,0.9349328,775.8122,431.02872,0.8885213,729.4533,387.5728,0.91334826
163,914.64,696.53436,0.95649946,926.1525,681.18445,1.0,896.56433,678.5068,1.0,886.61035,719.0581,0.69955564,910.37384,657.31287,0.9587459,872.2891,659.83093,0.9738449,890.29926,648.6596,0.8672766,882.66846,610.0374,0.9992423,859.1059,572.7799,0.9554077,828.9385,546.1416,1.0,802.57965,492.37808,0.88585246,765.7363,452.6766,0.8566803,715.68805,412.44977,1.0
164,918.40356,710.3003,0.9805457,929.5725,697.23114,1.0,898.4731,692.23004,0.94665647,889.1987,742.4342,0.8202097,914.79376,680.86847,0.7860918,873.09686,683.77136,0.86420643,895.4697,673.4551,0.6999597,886.60095,633.2973,1.0,867.01715,596.0602,1.0,839.6241,567.0808,0.99737257,814.0259,512.61554,0.92327166,781.7756,466.2227,0.8202146,736.7465,420.1337,0.934644
165,933.39795,746.7472,1.0,942.14343,731.20306,1.0,912.67267,730.362,1.0,895.5082,765.4938,0.88865966,922.40326,707.70953,0.8859117,881.4288,707.9513,1.0,901.6251,699.0673,1.0,894.69196,657.4387,0.9687756,873.5253,617.11395,0.9673403,853.7989,580.3304,1.0,828.77423,526.2891,0.9242388,801.7641,477.69724,0.8470677,759.3331,428.1582,0.9934953
166,939.9882,768.7257,1.0,951.4685,753.1429,1.0,921.05145,752.69214,0.9394722,908.65704,785.36005,0.7771284,930.8766,726.2402,1.0,889.85065,731.7042,0.88517815,908.25464,719.5862,1.0,902.2019,681.0388,0.9722772,889.697,640.08014,0.95082235,873.89343,602.58344,1.0,851.1717,549.1435,0.9426512,822.92505,500.03323,0.77450544,782.7953,450.89,0.93671954
167,952.9033,784.9314,0.8799456,960.85126,768.1938,1.0,932.0345,768.9188,0.90487117,914.90594,804.43207,0.95453066,941.43744,744.1177,0.9131955,899.604,748.0363,1.0,918.4307,737.4734,1.0,914.454,698.3341,1.0,905.45245,659.7046,0.99298465,891.9558,623.9922,1.0,873.67816,569.47577,0.89246964,843.1039,520.48376,0.82181484,801.4702,473.1936,0.9703424
168,952.74774,810.8092,1.0,964.1406,794.60443,1.0,934.30334,791.73834,0.9874319,914.18176,822.5245,0.9021692,949.65186,765.6565,0.89105755,906.41016,765.93884,0.88073957,928.3215,756.3953,1.0,925.34863,714.87885,1.0,914.76984,673.7997,1.0,895.7113,639.0844,1.0,877.2786,584.2296,0.8681323,845.4743,538.183,0.8256636,799.49554,491.55856,1.0
169,938.49274,823.0034,1.0,955.0231,809.35406,1.0,925.72766,804.902,1.0,911.80145,838.6852,0.82367295,950.7183,783.87726,0.9187456,908.4565,778.3003,0.8082461,931.00635,771.7904,0.98811185,930.3634,730.5,0.91505843,915.34937,686.89264,1.0,893.7039,653.9963,1.0,874.234,601.48145,0.9563094,841.9479,555.5127,0.8775045,791.83624,512.6535,0.9111979
170,937.12665,841.9119,1.0,954.2055,828.10297,1.0,923.4487,822.1096,1.0,906.51764,860.03296,0.8123155,950.9778,806.2409,0.87826467,907.4929,798.8475,0.8733249,931.8572,794.43054,0.90402067,932.54205,751.1859,0.8735401,916.0881,707.7876,1.0,896.9427,672.64166,0.95391136,878.1616,616.9658,0.8611724,849.5757,568.1585,0.76839125,804.2066,518.6208,0.95614445
171,936.72253,868.43787,0.9495422,953.38983,853.8227,1.0,924.1805,847.42365,0.9336268,904.7048,867.45325,0.66852486,953.07965,817.2383,0.921517,908.1533,810.97345,0.9566996,932.72015,805.3248,1.0,934.82935,762.06396,0.9834221,922.7783,722.4115,1.0,909.2958,687.2739,1.0,888.2575,631.58044,0.88812494,855.236,581.11365,0.75880635,808.7973,533.9612,0.95103717
172,934.14417,870.1962,1.0,951.55884,856.9196,1.0,921.90594,849.1738,0.98521405,905.8053,871.0895,0.5291704,953.9849,822.57574,0.94460547,909.41595,814.56226,0.9486914,935.3213,809.59863,0.9185812,938.4589,768.6656,1.0,929.9005,730.2321,0.98038423,918.5651,696.7023,0.9832338,906.01746,640.4195,0.9633402,874.57965,590.52966,0.83653045,828.84564,544.60333,1.0
173,939.91,859.3542,1.0,956.0296,846.0222,1.0,925.92847,842.2359,0.99965125,915.30615,872.69836,0.5699217,957.34625,818.67395,0.92193526,913.2552,812.53577,0.9301914,937.3465,808.5305,1.0,938.79297,769.46814,1.0,927.085,732.5824,0.9029452,917.1017,698.8656,1.0,904.38544,642.0085,0.9933096,871.7655,593.4841,0.7813684,826.0487,546.57745,0.9318521
174,957.0005,864.39594,0.9814012,969.9759,849.04224,1.0,941.0913,848.04346,0.97460806,927.52386,877.4105,0.79738265,963.05255,820.02246,1.0,919.3632,817.84406,0.94446653,942.5775,809.0101,0.89674914,940.30585,771.5793,1.0,929.8519,734.5359,0.9418198,916.7867,701.8962,1.0,903.6491,646.52795,0.9149194,866.58246,602.2694,0.8109921,815.0636,560.8839,0.94196767
175,963.89044,877.74945,1.0,972.1525,859.4273,1.0,942.9851,863.51263,1.0,935.70734,879.53467,0.23466791,962.38196,825.1516,0.9170068,919.51776,826.8134,0.9384784,940.62744,817.4622,1.0,940.3084,776.0029,1.0,932.4994,734.9407,0.8884381,917.08746,704.75507,0.96397465,904.9522,654.48474,0.95626134,864.972,614.6275,0.831439,803.8346,586.11755,0.967343
176,969.3575,877.37823,1.0,978.45496,857.236,1.0,948.4553,863.33203,0.98462474,940.8745,879.82245,0.22898446,964.9865,825.6329,0.9426436,921.9819,829.8825,0.9313089,941.93335,817.93054,1.0,935.2212,779.3558,1.0,923.0007,740.02954,1.0,910.94415,707.9921,1.0,896.28314,657.64056,0.9597736,860.0922,615.3721,0.82075197,803.657,584.7787,0.9421721
177,982.0754,850.2096,0.8138165,991.6457,837.7782,1.0,959.2276,836.37384,0.9098282,955.58136,887.53174,0.83577573,968.8539,822.7642,0.6430209,927.81836,829.99115,0.97322524,950.76404,817.966,0.9403525,940.88617,781.3687,1.0,925.62256,742.76965,1.0,910.13635,708.434,1.0,894.53766,655.35474,0.920933,859.01514,610.38214,0.82353956,803.19775,578.1826,0.90164226
178,982.41003,827.2802,1.0,989.50006,814.74945,1.0,962.23334,821.149,1.0,964.0217,887.2505,1.0,955.4998,823.14136,0.19580625,931.47687,828.69543,0.9751617,954.6456,813.0251,0.39647692,943.4435,779.8491,0.9645953,926.08527,743.5765,0.95431477,909.9615,711.41754,1.0,892.4035,657.3168,0.97001535,856.66656,610.6804,0.7962118,798.98376,579.0605,0.92376643
179,977.89014,819.2909,1.0,988.74133,809.5215,1.0,960.86884,810.8765,1.0,961.55316,885.75073,1.0,985.7986,845.3299,0.38577348,932.3746,826.7647,1.0,955.8658,812.634,0.35275924,948.06714,780.7215,0.9526774,928.7646,746.94525,0.9761278,910.4027,714.1424,1.0,893.7851,659.45404,0.95545447,860.9187,610.929,0.8303943,808.2064,574.29834,0.94132835
180,971.2116,781.84485,1.0,982.6183,777.3011,1.0,955.3191,780.6165,1.0,962.7528,881.8775,1.0,965.2554,843.2082,0.59361345,928.35706,821.26685,0.9587373,946.49005,810.391,0.42350212,940.1716,779.3459,0.8954587,924.47095,744.36475,1.0,910.62555,715.0669,1.0,895.24066,662.20996,0.9747954,865.07495,612.6293,0.79956067,809.8248,575.52844,1.0
181,959.4012,757.642,1.0,971.46136,753.39484,0.84494865,946.45654,756.5412,1.0,960.74426,870.2445,0.9522211,981.7461,808.44824,0.8079063,926.03204,813.147,1.0,942.8315,800.5094,0.24336177,933.4648,773.7974,0.64439404,919.4214,742.0485,0.9495842,907.36664,716.4035,1.0,890.9483,663.76953,0.8722623,858.34094,613.3889,0.7366847,804.21027,579.4675,0.91539973
182,956.9286,759.5308,1.0,970.7815,755.8038,0.8678908,944.3581,757.3231,1.0,963.06476,867.31116,1.0,981.44305,803.99457,0.79974616,926.32,811.17615,0.99350214,940.70355,798.6103,0.25199276,932.7712,771.30597,0.5822339,919.87976,739.23157,0.94517505,910.59985,713.3172,1.0,892.91986,662.19366,0.9532732,861.122,610.52484,0.75922346,808.7517,574.69305,0.9498666
183,962.7391,746.99176,1.0,973.3236,744.1254,0.866318,949.01276,749.88464,0.99823874,965.07153,864.1841,1.0,981.6566,803.8384,0.6930869,927.2279,807.10254,0.8615673,943.9629,796.1522,0.15405078,933.1049,769.18713,0.6716204,920.8466,740.4466,1.0,907.36487,715.1821,1.0,892.66187,661.76654,0.91424453,861.20483,611.5425,0.74519163,809.2729,574.4633,0.9720888
184,973.0413,731.8139,1.0,983.8447,733.27594,0.7047092,956.7283,736.50684,1.0,964.6706,857.1284,1.0,961.957,808.03253,0.17738025,928.76447,802.85956,0.79971683,945.92267,780.38086,0.1697381,933.626,768.724,0.8274532,920.78503,737.995,1.0,906.4447,715.5218,1.0,890.2456,663.4449,0.9143111,861.42145,612.6906,0.74114925,808.4162,574.92596,0.94644463
185,978.9649,732.14264,1.0,989.36176,734.66846,0.64247775,961.51355,735.4363,0.9838016,962.6573,854.26105,1.0,983.79535,807.39685,0.21956702,930.50543,799.9199,0.8139185,949.63464,788.35626,0.23024033,936.3528,769.23395,0.8563462,921.49396,737.2781,0.99771494,906.4162,715.37854,1.0,889.9848,663.3136,0.9130371,861.2956,612.36707,0.7454444,808.38477,574.82184,0.94302136
186,979.0507,741.614,1.0,989.2119,740.75366,0.77647525,963.2563,740.91956,0.94207233,959.071,857.2507,1.0,983.11127,804.5017,0.26093408,930.22595,799.88275,0.8428087,947.39905,787.80743,0.3138865,935.457,769.02795,0.81858957,922.7915,736.3799,0.99755573,906.46814,714.90314,1.0,891.57043,661.7663,0.9280966,864.3667,611.91437,0.7331525,809.98425,572.9007,1.0
187,975.3334,744.03357,1.0,991.9973,743.51935,1.0,963.2903,737.5997,0.8082967,935.9617,846.77765,1.0,983.8823,797.48096,0.8861163,929.8713,784.69543,0.9993984,948.0843,773.78284,0.24740098,937.2179,759.0366,0.6677007,923.48364,730.49634,0.9330439,906.6405,714.39514,0.96706766,891.1723,663.5411,0.879488,862.3968,612.3582,0.7274641,809.91907,573.93555,1.0
188,959.3359,720.1008,1.0,971.4024,724.1471,0.7684823,946.2617,721.6979,0.82123744,923.2365,836.4791,1.0,975.7086,791.7689,0.93567854,924.64886,775.67395,0.70664763,948.3835,781.00287,0.16027395,929.99176,753.5952,0.56645215,921.7074,728.12585,1.0,908.48975,714.307,0.7955822,899.75494,667.43475,0.88630426,870.5629,612.2096,0.70876366,816.67554,570.5793,0.927081
189,955.2569,705.0893,1.0,968.3551,712.9293,0.7755735,940.942,708.44183,0.8400439,916.9464,829.4666,1.0,970.8453,787.85254,0.9945826,918.9516,771.8875,0.70228475,945.4117,778.43005,0.17507114,922.8895,750.6509,0.5620792,917.1011,727.26184,1.0,910.0457,712.209,0.48200786,902.1271,669.38995,0.9416493,873.60126,613.07184,0.6822019,818.0961,570.7604,0.9540472
190,958.3705,699.462,1.0,969.89233,708.45264,0.79177725,945.1005,703.0571,0.7565861,914.29944,824.28143,0.95527077,970.3459,785.745,0.99204594,919.5728,767.1394,0.6781918,931.8317,747.41547,0.21521837,924.6845,749.7076,0.60443175,918.3019,726.0819,1.0,911.5549,710.79694,0.39676636,904.7378,671.3415,0.9602365,875.1245,613.2488,0.6739302,819.40845,571.2665,0.96490943
191,945.0,709.1641,1.0,963.438,716.70795,0.92632854,934.4802,711.0249,0.69476134,914.52435,825.14996,0.94607455,970.85785,782.24817,1.0,916.4,765.10114,0.7290076,951.2476,766.9624,0.18320026,925.1131,744.1229,0.4907231,918.40186,725.73785,0.89224494,912.8677,709.6274,0.5199605,905.41626,667.8422,0.95939994,875.55707,610.4118,0.6325243,821.22614,569.4977,0.9449152
192,921.00757,742.2008,0.86054516,942.7542,742.01935,1.0,917.4553,728.38,0.79916,905.6617,819.6028,1.0,966.3716,781.6481,0.9612922,905.79486,761.1601,0.4285618,944.88043,765.8814,0.29844427,944.66925,741.8282,0.3912412,932.78754,713.91614,0.8463865,916.6201,704.6535,0.27106792,908.58685,661.8143,0.84157526,878.5324,606.52167,0.72901136,823.46136,566.5807,0.87495196
193,870.46246,766.5672,1.0,897.2643,766.2435,1.0,881.02783,748.9872,1.0,892.77155,810.3699,1.0,949.34766,783.77844,0.9803688,914.25757,752.53705,0.828282,938.3972,761.47473,0.95413697,941.5191,736.56744,0.85769564,927.2564,710.2056,0.92494667,916.0291,695.8115,0.25023437,907.1714,656.06635,0.91291374,878.22144,597.83154,0.74405265,825.39124,558.21515,0.9182369
194,839.35004,759.33276,1.0,864.2957,765.0511,1.0,856.02374,743.3464,1.0,878.89136,801.44855,0.87337244,930.4652,786.40875,1.0,906.776,749.34155,0.842992,929.075,762.47815,1.0,937.9552,739.3578,0.90736884,930.5185,710.5665,0.9663159,918.57605,697.82477,0.2240401,909.8131,658.17194,0.92152625,879.00665,601.844,0.78131694,820.804,563.4896,0.9186808
195,832.471,755.13043,1.0,856.38513,763.04364,1.0,850.71906,740.70123,1.0,871.4839,799.0753,0.7622845,920.26904,790.8222,1.0,902.21277,750.8138,0.824197,921.1051,766.3867,1.0,938.06256,743.1934,0.9229603,930.37683,711.8331,0.91839796,916.71356,697.5865,0.3245646,913.06616,658.1131,0.9443787,882.97595,597.27454,0.705973,826.507,555.7182,0.9909116
196,821.4425,763.82056,1.0,846.0807,773.66705,1.0,839.9006,748.1708,1.0,866.32214,799.72253,0.6178012,910.6505,792.96936,1.0,896.01776,753.31976,0.93488914,915.75714,769.36224,1.0,937.0777,747.9686,0.9598548,932.14624,715.1011,0.84615433,918.72473,699.51117,0.30952436,916.89233,658.9169,0.9119444,881.2601,590.6344,0.5919934,832.9193,556.4462,0.63485014
197,806.37756,765.4266,1.0,831.07477,773.99603,1.0,824.7183,749.4037,1.0,861.31067,799.34686,0.54127747,901.78345,790.96155,1.0,889.2095,751.634,0.9815056,906.86835,767.7709,1.0,933.48285,748.0139,0.92996454,936.73975,713.1,0.7509028,918.1218,698.7016,0.25336227,916.4079,659.2549,0.9300545,885.31445,593.93085,0.55256754,833.49146,552.8226,0.8961901
198,804.12714,758.3593,1.0,826.4238,770.3202,1.0,822.75916,742.18005,1.0,851.21857,793.31946,0.5169612,892.8347,788.17676,1.0,883.94086,750.03,0.9797962,900.824,765.9468,1.0,928.90564,749.0505,0.9640416,940.8415,716.57446,0.76394325,918.0997,699.08887,0.22315153,915.9109,659.6197,0.89848834,886.1845,597.2238,0.6072428,833.37054,558.87524,0.82456034
199,805.1469,745.519,1.0,826.8074,757.72327,1.0,826.58527,732.3502,1.0,842.1176,782.9228,0.43108568,884.09314,786.4649,1.0,878.31036,745.39874,0.8539647,893.7093,764.6917,1.0,924.1595,749.21954,0.94460475,940.39343,721.8073,0.75351316,918.8173,701.4646,0.267311,915.5769,659.56635,0.90102947,885.8082,601.2143,0.7280462,828.38934,562.0645,1.0
200,796.82556,722.5884,1.0,813.43915,738.7777,1.0,818.47546,714.2303,1.0,830.6263,776.1559,0.6242327,869.1326,780.71576,1.0,871.5368,737.3251,1.0,881.8483,760.55206,0.98263234,914.7952,753.0876,1.0,937.2151,727.46875,0.8481436,921.6079,706.8731,0.42439365,912.9656,660.41345,0.850168,878.3904,608.40936,0.7164866,820.03613,573.3569,0.92801523
201,788.53656,703.211,1.0,802.8455,721.72705,1.0,810.0385,698.23517,1.0,806.69836,760.26886,0.86107564,846.9618,774.35126,1.0,856.77686,732.28436,0.77242875,862.3957,756.28503,1.0,897.8449,756.3841,1.0,926.6318,739.71857,1.0,929.382,710.40735,1.0,917.0736,658.1033,0.9117709,877.17053,616.6451,0.8128475,817.653,590.78094,0.8632857
202,766.0387,691.27954,1.0,779.15265,708.3591,1.0,787.3095,688.1071,1.0,788.91724,756.8926,0.88354224,828.4502,767.15393,1.0,842.406,724.6434,0.9579611,843.8461,748.55475,1.0,878.5675,751.4956,0.9752194,914.8717,744.04297,0.97782916,935.06995,717.94366,1.0,931.8676,662.2332,0.9013756,897.2204,616.46735,0.8019127,840.32153,586.33606,0.9235396
203,757.5683,697.9756,1.0,774.4953,714.5201,1.0,779.4156,691.40344,1.0,773.47876,753.49994,0.8510417,817.048,765.87476,1.0,827.1105,722.7428,0.89031374,831.8195,746.4297,1.0,867.28033,743.1754,1.0,904.28064,735.95685,0.9983026,929.5623,719.3966,0.961697,935.26154,668.24976,0.9325943,907.21716,618.21954,0.8772397,853.57385,584.5682,0.90739053
204,744.40027,697.02527,1.0,762.1512,713.73126,0.97182006,764.84827,689.1549,1.0,758.6162,751.61523,0.87909,805.509,762.5737,1.0,812.1822,716.7976,0.86456054,819.63086,740.4012,1.0,856.18066,739.8972,1.0,894.9119,734.9831,0.9363628,925.4726,719.0895,1.0,933.67285,666.08093,0.96760625,909.20715,611.33215,0.80091447,860.8161,565.4376,0.8777367
205,736.38666,699.4996,1.0,753.312,712.9426,0.9563441,755.9888,692.78253,1.0,743.295,755.7252,1.0,794.689,762.6422,1.0,793.9212,721.00885,0.55110013,806.1263,739.80005,1.0,845.7941,737.1967,1.0,889.52783,736.42035,0.91675943,925.8965,729.76935,1.0,944.5323,676.7509,0.9626724,930.36615,621.9037,0.8657734,891.0637,568.19586,0.97716326
206,744.04913,691.2162,1.0,761.82404,707.3296,1.0,760.99963,683.6398,1.0,721.6618,748.307,1.0,777.8952,762.1815,1.0,778.20825,715.1583,0.6865865,789.3033,737.239,1.0,830.72644,729.5293,0.9955146,871.74994,733.23285,1.0,910.86304,737.6356,1.0,934.0345,692.06335,0.9522094,923.3226,638.28296,0.8638828,889.66956,588.8937,0.850244
207,745.0867,682.57245,0.909263,761.96063,699.0418,0.89733845,758.86273,675.4991,1.0,705.01794,740.4301,0.97843796,764.1899,758.24243,0.99235314,770.08417,726.0956,0.09800682,771.2992,734.5724,0.9679693,814.7987,731.4051,1.0,859.2067,738.0529,1.0,898.8549,747.7345,1.0,929.33716,707.34424,0.93019724,919.8858,653.30316,0.8497567,884.0634,607.2975,0.8644538
